,Country_Code,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0,AT,7.5917808219178085,7.36986301369863,8.224043715846994,8.490410958904109,8.402739726027397,7.515068493150685,8.751366120218579,8.087671232876712,9.367123287671232,7.975342465753425,6.983606557377049,8.235616438356164,8.443835616438356,8.402739726027397,9.221311475409836,8.347945205479451,9.153424657534247,8.772602739726027,8.060109289617486,7.7972602739726025,8.452054794520548,9.221917808219178,9.060109289617486,8.805479452054794,7.8273972602739725,9.186301369863013,8.926229508196721,8.635616438356164,9.830136986301369,9.72054794520548,9.256830601092895,9.158904109589042,9.92054794520548,9.794520547945206,9.491803278688524,8.605479452054794,10.04109589041096,10.872427983539094
1,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.869565217391305,10.786301369863013,12.134246575342466,12.448559670781894
2,HR,12.243835616438357,12.2,12.639344262295081,12.624657534246575,12.972602739726028,12.032876712328767,13.172131147540984,12.676712328767124,13.756164383561643,12.408219178082192,11.904371584699453,12.572602739726028,12.835616438356164,13.076712328767123,13.907103825136613,13.136986301369863,13.391780821917807,13.438356164383562,12.718579234972678,12.183561643835617,13.01095890410959,13.728767123287671,13.62568306010929,13.575342465753424,12.665753424657535,13.69041095890411,13.819672131147541,13.501369863013698,14.054794520547945,13.986301369863014,13.609289617486338,13.63013698630137,14.276712328767124,14.254794520547945,13.972677595628415,13.58904109589041,14.604395604395604,14.7119341563786
3,CY,18.7013698630137,18.389041095890413,18.740437158469945,18.720547945205478,18.931506849315067,18.61917808219178,17.53551912568306,18.476712328767125,19.32054794520548,18.654794520547945,18.98633879781421,18.49041095890411,19.476712328767125,19.816438356164383,19.221311475409838,19.747945205479454,19.326027397260273,19.205479452054796,19.226775956284154,19.02191780821918,19.065753424657533,18.832876712328765,19.16393442622951,18.997260273972604,19.956164383561642,18.46301369863014,19.6775956284153,19.936986301369863,20.44931506849315,20.276712328767122,20.44535519125683,20.043835616438358,21.084931506849315,20.50958904109589,20.67945205479452,20.84109589041096,20.41899441340782,20.45267489711934
4,DK,7.5917808219178085,7.041095890410959,8.94535519125683,9.830136986301369,9.98904109589041,8.789041095890411,9.489071038251366,8.12054794520548,9.189041095890412,8.846575342465753,7.412568306010929,8.96986301369863,8.638356164383561,9.375342465753425,9.830601092896174,8.887671232876713,9.558904109589042,9.04109589041096,9.03551912568306,9.263013698630138,9.805479452054794,9.906849315068493,9.885245901639344,9.243835616438357,7.501369863013698,9.082191780821917,8.510928961748634,8.643835616438356,10.158904109589042,9.345205479452055,9.265027322404372,9.115068493150686,9.687671232876712,9.715068493150685,10.120218579234972,9.057534246575342,9.778082191780822,10.094650205761317
5,EE,5.158904109589041,3.5643835616438357,5.89344262295082,7.3863013698630136,6.912328767123288,6.501369863013698,6.704918032786885,5.361643835616438,5.49041095890411,6.435616438356164,4.702185792349726,6.123287671232877,5.6136986301369864,6.786301369863014,7.202185792349726,6.263013698630137,6.468493150684932,5.920547945205479,6.273224043715847,6.3123287671232875,6.8191780821917805,7.049315068493151,7.437158469945355,6.284931506849315,5.186301369863013,7.115068493150685,5.6256830601092895,6.7972602739726025,7.063013698630137,7.597260273972603,6.699453551912568,6.517808219178082,7.23013698630137,7.580821917808219,8.439890710382514,6.778082191780822,7.191780821917808,8.448559670781894
6,FI,2.347945205479452,0.8712328767123287,3.1939890710382515,4.824657534246575,4.1945205479452055,3.649315068493151,3.920765027322404,3.115068493150685,3.0575342465753423,3.7424657534246575,2.7295081967213113,3.5232876712328767,2.6301369863013697,3.591780821917808,4.663934426229508,3.3123287671232875,3.526027397260274,3.484931506849315,3.759562841530055,4.372602739726028,4.2164383561643834,4.413698630136986,4.592896174863388,3.632876712328767,2.336986301369863,4.652054794520548,3.120218579234973,4.498630136986302,4.764383561643836,5.098630136986301,4.224043715846994,3.852054794520548,4.553424657534246,4.164383561643835,5.778688524590164,3.8383561643835615,4.619178082191781,5.703703703703703
7,FR,11.657534246575343,11.687671232876712,12.404371584699453,12.934246575342465,12.93972602739726,11.912328767123288,12.30327868852459,12.046575342465754,13.210958904109589,12.780821917808218,11.836065573770492,13.082191780821917,12.482191780821918,12.898630136986302,12.956284153005464,12.69041095890411,13.046575342465754,13.2986301369863,12.486338797814208,12.438356164383562,13.073972602739726,12.789041095890411,12.44535519125683,12.791780821917808,11.682191780821919,13.438356164383562,12.603825136612022,12.227397260273973,13.509589041095891,13.33972602739726,12.90983606557377,13.153424657534247,13.668493150684931,13.454794520547946,13.781420765027322,12.73972602739726,14.265753424657534,13.938271604938272
8,DE,8.101369863013698,7.635616438356164,9.210382513661202,9.578082191780823,9.558904109589042,8.536986301369863,9.442622950819672,8.638356164383561,9.87945205479452,8.997260273972604,7.363387978142076,8.964383561643835,9.180821917808219,9.621917808219179,9.942622950819672,9.158904109589042,9.69041095890411,9.556164383561644,9.062841530054644,9.180821917808219,9.734246575342466,9.972602739726028,9.573770491803279,9.243835616438357,7.945205479452055,9.704109589041096,9.172131147540984,8.810958904109588,10.449315068493151,10.068493150684931,9.60655737704918,9.67945205479452,10.580821917808219,10.331506849315069,10.467213114754099,9.246575342465754,10.58904109589041,11.22633744855967
9,IE,8.76986301369863,9.473972602739726,9.8551912568306,10.2986301369863,10.38082191780822,9.838356164383562,9.800546448087431,9.61917808219178,9.895890410958904,10.484931506849316,9.543715846994536,10.665753424657535,10.490410958904109,10.449315068493151,10.032786885245901,9.95068493150685,10.364383561643836,10.446575342465753,10.382513661202186,10.594520547945205,10.64109589041096,10.704109589041096,9.96174863387978,9.986301369863014,8.986301369863014,10.306849315068494,10.040983606557377,9.923287671232877,10.413698630136986,9.832876712328767,10.142076502732241,10.413698630136986,10.252054794520548,10.30958904109589,10.248633879781421,10.452054794520548,10.758904109589041,11.302904564315353
10,IT,15.2,15.161643835616438,15.71311475409836,15.476712328767123,15.745205479452055,14.728767123287671,15.472677595628415,15.443835616438356,16.306849315068494,15.224657534246575,14.745901639344263,15.90958904109589,15.860273972602739,16.052054794520547,16.475409836065573,16.0986301369863,16.268493150684932,16.964383561643835,14.969945355191257,14.682191780821919,13.24931506849315,13.786301369863013,13.434426229508198,13.501369863013698,12.471232876712328,13.572602739726028,13.494535519125684,13.082191780821917,13.827397260273973,13.808219178082192,13.57103825136612,13.813698630136987,13.953424657534246,14.865753424657534,14.442622950819672,13.898630136986302,14.917808219178083,15.016460905349794
11,LV,5.572602739726028,3.9506849315068493,6.188524590163935,7.67945205479452,7.484931506849315,6.808219178082192,7.01912568306011,5.723287671232876,6.041095890410959,6.605479452054794,5.043715846994536,6.361643835616438,6.073972602739726,7.254794520547946,7.617486338797814,6.67945205479452,7.041095890410959,6.4,6.327868852459017,6.397260273972603,7.1808219178082195,7.295890410958904,7.702185792349726,6.663013698630137,5.841095890410959,7.498630136986302,6.284153005464481,7.073972602739726,7.438356164383562,7.898630136986301,7.163934426229508,6.991780821917808,7.717808219178083,8.221917808219178,8.743169398907105,6.989010989010989,7.416438356164384,8.55982905982906
12,LU,8.26027397260274,7.901369863013699,9.431693989071038,9.873972602739727,9.953424657534246,8.854794520547944,9.21584699453552,8.715068493150685,9.824657534246576,9.219178082191782,7.579234972677596,9.208219178082192,8.98082191780822,9.64109589041096,10.03551912568306,9.682191780821919,10.402739726027397,10.35068493150685,9.505464480874316,10.008219178082191,10.361643835616439,10.547945205479452,9.83879781420765,9.96986301369863,8.775342465753425,10.583561643835617,9.30327868852459,8.772602739726027,10.38082191780822,10.06027397260274,9.434426229508198,9.646575342465754,10.35068493150685,9.898630136986302,10.527322404371585,9.095890410958905,10.394520547945206,10.716049382716049
13,NL,8.95068493150685,8.786301369863013,10.289617486338798,10.69041095890411,10.682191780821919,9.416438356164383,10.404371584699453,9.534246575342467,10.534246575342467,10.30958904109589,8.44535519125683,10.115068493150686,10.315068493150685,10.871232876712329,10.792349726775956,10.364383561643836,10.734246575342466,10.457534246575342,10.37704918032787,10.583561643835617,11.082191780821917,11.153424657534247,10.557377049180328,10.473972602739726,9.063013698630137,10.758904109589041,10.174863387978142,9.67123287671233,11.668493150684931,10.816438356164383,10.806010928961749,10.972602739726028,11.153424657534247,11.183561643835617,11.546448087431694,10.43013698630137,11.605479452054794,11.831275720164609
14,NO,3.7095890410958905,3.3917808219178083,4.655737704918033,5.602739726027397,5.901369863013699,5.021917808219178,5.19672131147541,4.342465753424658,4.3780821917808215,4.361643835616438,3.877049180327869,5.082191780821918,4.5698630136986305,5.079452054794521,5.633879781420765,4.501369863013698,5.331506849315068,5.342465753424658,5.420765027322404,5.586301369863014,5.936986301369863,5.389041095890411,5.554644808743169,5.142465753424657,3.175342465753425,5.6219178082191785,4.314207650273224,4.7095890410958905,6.126027397260274,5.443835616438356,5.0710382513661205,4.8054794520547945,5.063013698630137,4.791780821917809,5.816939890710382,4.572602739726028,5.120547945205479,5.814814814814815
15,PL,7.1808219178082195,6.23013698630137,7.9289617486338795,8.904109589041095,8.824657534246576,7.4,8.262295081967213,7.443835616438356,8.487671232876712,7.684931506849315,6.062841530054645,7.235616438356164,7.7315068493150685,8.334246575342465,8.94535519125683,7.69041095890411,8.536986301369863,7.761643835616439,7.66120218579235,7.583561643835616,8.115068493150686,8.805479452054794,8.83879781420765,8.065753424657535,7.079452054794521,8.364383561643836,7.9863387978142075,7.994520547945205,9.169863013698631,9.106849315068493,8.486338797814208,8.32054794520548,9.123287671232877,9.520547945205479,9.210382513661202,7.983561643835617,8.854794520547944,10.292181069958847
16,RO,9.304109589041095,8.605479452054794,9.248633879781421,9.936986301369863,10.191780821917808,8.868493150684932,9.560109289617486,9.038356164383561,10.512328767123288,9.10958904109589,8.549180327868852,8.545205479452054,9.227397260273973,9.986301369863014,10.387978142076502,9.775342465753425,10.202739726027398,9.243835616438357,9.44535519125683,9.106849315068493,9.383561643835616,10.813698630136987,10.360655737704919,10.441095890410958,9.89041095890411,9.572602739726028,10.346994535519126,10.383561643835616,10.46027397260274,10.854794520547944,10.366120218579235,10.353424657534246,10.778082191780822,11.347945205479451,11.273224043715848,10.693150684931506,11.443835616438356,12.716049382716049
17,ES,14.819178082191781,15.43013698630137,15.158469945355192,15.93972602739726,15.668493150684931,14.865753424657534,14.846994535519126,14.473972602739726,15.64931506849315,15.98904109589041,15.166666666666666,16.07945205479452,15.6,15.419178082191781,15.469945355191257,15.64931506849315,15.676712328767124,16.052054794520547,15.584699453551913,15.454794520547946,16.205479452054796,15.372602739726027,14.010928961748634,14.682191780821919,13.747945205479452,14.778082191780822,14.256830601092895,13.904109589041095,14.72054794520548,14.873972602739727,14.669398907103826,14.865753424657534,14.446575342465753,15.202739726027398,14.918032786885245,14.463013698630137,15.747945205479452,16.19341563786008
18,SE,3.786301369863014,2.8876712328767122,4.754098360655738,6.016438356164383,6.043835616438356,5.093150684931507,5.5,4.424657534246576,4.564383561643836,4.610958904109589,3.658469945355191,5.073972602739726,4.2164383561643834,4.978082191780822,5.745901639344262,4.553424657534246,5.191780821917808,5.021917808219178,4.89344262295082,5.235616438356164,5.586301369863014,5.421917808219178,5.562841530054645,4.789041095890411,2.9123287671232876,5.6876712328767125,4.3469945355191255,5.016438356164383,6.156164383561644,5.838356164383562,5.2923497267759565,5.06027397260274,5.575342465753424,5.435616438356164,6.7923497267759565,5.054794520547945,5.824657534246575,6.563786008230453
19,CH,7.271232876712329,7.23013698630137,7.918032786885246,8.254794520547945,8.301369863013699,7.676712328767123,8.207650273224044,7.794520547945205,8.975342465753425,7.93972602739726,7.221311475409836,8.35068493150685,8.095890410958905,8.175342465753424,8.78415300546448,8.210958904109589,8.693150684931506,8.961643835616439,8.081967213114755,7.8273972602739725,8.512328767123288,8.712328767123287,8.21584699453552,8.495890410958904,7.4,9.093150684931507,8.472677595628415,7.873972602739726,9.095890410958905,9.191780821917808,8.521857923497267,8.775342465753425,9.605479452054794,9.169863013698631,9.42896174863388,8.23013698630137,10.057692307692308,10.438016528925619
20,GB,8.336986301369864,8.693150684931506,9.415300546448087,9.96986301369863,10.082191780821917,9.169863013698631,9.341530054644808,9.021917808219179,9.61917808219178,9.915068493150685,8.814207650273223,10.035616438356165,9.813698630136987,10.082191780821917,9.734972677595628,9.506849315068493,10.10958904109589,10.098630136986301,10.021857923497267,10.0,10.293150684931506,10.317808219178081,9.683060109289617,9.810958904109588,8.613698630136986,10.221917808219178,9.401639344262295,9.391780821917807,10.635616438356164,9.917808219178083,10.002732240437158,10.293150684931506,10.243835616438357,10.164383561643836,10.39344262295082,9.991780821917809,10.816438356164383,10.925925925925926
